,Title,Date,URL
70,"Child poverty fight threatened by west's cost cuts, says Unicef",2010-09-06T23:06:44Z,https://www.theguardian.com/business/2010/sep/07/budget-cuts-threaten-un-goals
71,Big Four auditors under fire over consultancies,2010-09-06T20:04:00Z,https://www.theguardian.com/business/2010/sep/06/auditors-financial-sector-regulators
72,Tullow Oil attracts hedge funds after disclosing further finds in Ghana,2010-09-13T20:15:57Z,https://www.theguardian.com/business/2010/sep/13/tullow-oil-ghana-hedge-funds
73,Basel III rules are best viewed as a work in progress,2010-09-13T20:10:39Z,https://www.theguardian.com/global/2010/sep/13/viewpoint-nils-pratley-basel-3
74,Lloyds Banking Group boss Eric Daniels to retire,2010-09-20T20:36:32Z,https://www.theguardian.com/business/2010/sep/20/lloyds-banking-group-eric-daniels
75,Clipper Windpower runs out of puff,2010-09-20T20:34:21Z,https://www.theguardian.com/business/2010/sep/20/energy-industry-mergers-acquisitions
76,"Bank of England deputy Charlie Bean says spend, spend to save economy",2010-09-27T23:19:04Z,https://www.theguardian.com/business/2010/sep/28/spend-save-economy-bank-england-chief
77,George Osborne says upbeat IMF backs his cuts,2010-09-27T20:29:32Z,https://www.theguardian.com/business/2010/sep/27/george-osborne-imf-backs-cuts
78,How to rein in banking's bonus junkies,2010-10-04T23:03:01Z,https://www.theguardian.com/business/2010/oct/05/banking-bonuses-values-trust
79,"Regulation only way to curb bonuses, says RBS chairman Sir Philip Hampton",2010-10-04T23:03:00Z,https://www.theguardian.com/business/2010/oct/05/bonuses-bankers-regulation-financial-crisis
80,Letters: Green's centralised procurement: the old ideas are the best,2010-10-11T23:05:03Z,https://www.theguardian.com/business/2010/oct/12/greens-centralised-procurement-old-ideas
81,Philip Green's approach to cutting waste,2010-10-11T20:12:15Z,https://www.theguardian.com/business/cartoon/2010/oct/11/philip-green-government-cuts-cartoon
82,'Perfect storm' forecast as price of petrol soars,2010-10-18T20:24:40Z,https://www.theguardian.com/money/2010/oct/18/petrol-price-perfect-storm
83,There are more opinions in the boardroom than the 35 in the Telegraph,2010-10-18T20:17:01Z,https://www.theguardian.com/business/2010/oct/18/viewpoint-telegraph-letter-spending-cuts
84,Treasury to get £1bn windfall in Swiss deal over secret bank accounts,2010-10-25T23:47:47Z,https://www.theguardian.com/business/2010/oct/26/treasury-windfall-switzerland-offshore-accounts
85,Citigroup banker tells EMI fraud trial he was 'always truthful and honest',2010-10-25T23:43:59Z,https://www.theguardian.com/business/2010/oct/26/david-wormsley-emi-fraud-trial
86,IFS stands by judgment that spending cuts are regressive,2010-11-01T21:17:10Z,https://www.theguardian.com/business/2010/nov/01/budget-deficit-public-sector-cuts
87,Asda names Simon King as No 2,2010-11-01T21:12:00Z,https://www.theguardian.com/business/2010/nov/01/asda-simon-king-andy-clarke
88,Economic stimulus in time for Christmas,2010-11-08T21:17:58Z,https://www.theguardian.com/business/cartoon/2010/nov/08/ben-bernanke-quantitive-easing-cartoon
89,Rolls-Royce plays down Airbus fears while Qantas keeps fleet grounded,2010-11-08T21:11:05Z,https://www.theguardian.com/business/2010/nov/08/qantas-airbus-a380-rolls-royce-safety-fears-oil-leaks
90,Coalition dilutes bank pay plan,2010-11-15T21:23:56Z,https://www.theguardian.com/business/2010/nov/15/coalition-dilutes-bank-pay-disclosure-plan
91,Ireland rides to defence of low tax regime,2010-11-15T21:23:43Z,https://www.theguardian.com/business/2010/nov/15/ireland-corporate-tax-eu-bailout
92,Portugal braces for debt crisis contagion to reach its shores,2010-11-22T21:36:10Z,https://www.theguardian.com/business/2010/nov/22/portugal-braced-for-debt-crisis
93,€90bn Irish bailout ends in turmoil – now Europe fears crisis will spread,2010-11-22T21:16:19Z,https://www.theguardian.com/business/2010/nov/22/90bn-irish-bailout-turmoil-europe
94,"Kipper Williams on PCs, iPads and tablets",2010-11-29T20:46:19Z,https://www.theguardian.com/business/cartoon/2010/nov/29/kipper-williams-apples-ipads-tablets
95,A patently good idea on corporation tax,2010-11-29T20:35:50Z,https://www.theguardian.com/business/2010/nov/29/glaxosmithkline-pharmaceuticals-industry
96,Merkel leaves questions hanging over Germany's attitude to euro crisis,2010-12-06T21:19:52Z,https://www.theguardian.com/business/2010/dec/06/viewpoint-ecb-trichet-merkel-eurozone
97,De La Rue bidder needs to produce the notes,2010-12-06T21:13:59Z,https://www.theguardian.com/business/2010/dec/06/de-la-rue-bidder-must-produce-the-notes
98,Minister forces troubled Allied Irish Banks to cancel £34m bonus payouts,2010-12-13T23:38:31Z,https://www.theguardian.com/business/2010/dec/13/allied-irish-bank-bonus-brian-lenihan
99,WikiLeaks cables: RBS chairman said directors 'failed to live up to their duties',2010-12-13T23:00:10Z,https://www.theguardian.com/business/2010/dec/13/wikileaks-rbs-chairman-philip-hampton
100,Judge questions BAE deal over payments for Tanzania contract,2010-12-20T21:26:53Z,https://www.theguardian.com/business/2010/dec/20/judge-bae-deal-tanzania-contract
101,UK snow proves a bonus for local shops,2010-12-20T20:32:08Z,https://www.theguardian.com/business/2010/dec/20/snow-bonus-local-shops
102,Retailers jubilant as 'mega Monday' offers up record sales,2010-12-27T19:50:59Z,https://www.theguardian.com/business/2010/dec/27/retailers-jubilant-record-sales
103,Redcar steel plant a step closer to coming out of mothballs,2010-12-27T19:47:56Z,https://www.theguardian.com/business/2010/dec/27/redcar-steel-plant-due-regeneration
104,Bank of America writes off $5bn on Countrywide Financial,2011-01-03T19:54:24Z,https://www.theguardian.com/business/2011/jan/03/bank-of-america-banking
105,Porsche shares soar as US lawsuit dismissed,2011-01-03T19:36:42Z,https://www.theguardian.com/business/2011/jan/03/volkswagen-porsche-merger-law-suit
106,"Supermarket spree to create 32,000 new jobs",2011-01-10T20:51:36Z,https://www.theguardian.com/business/2011/jan/10/supermarkets-plan-32000-jobs
107,Attack would have been the best defence for Smith & Nephew,2011-01-10T20:36:36Z,https://www.theguardian.com/business/2011/jan/10/smith-nephew-johnson-johnson-bid
108,Poorest families' standard of living 'will continue to fall',2011-01-17T22:00:00Z,https://www.theguardian.com/business/2011/jan/17/poorest-families-standard-of-living
109,Goldman Sachs suffers Facebook fiasco,2011-01-17T21:41:08Z,https://www.theguardian.com/business/2011/jan/17/goldman-sachs-facebook-private-placement
110,ILO warns stress on cuts is not creating any jobs,2011-01-24T23:00:00Z,https://www.theguardian.com/business/2011/jan/24/ilo-criticism-austerity-measures-unemployment
111,Ireland's finance minister secures deal to pass austerity bill,2011-01-24T22:16:04Z,https://www.theguardian.com/business/2011/jan/24/ireland-finance-minister-austerity-bill
112,Lloyds Banking Group  forced to admit scale of millionaire  staff,2011-01-31T21:13:01Z,https://www.theguardian.com/business/2011/jan/31/lloyds-bank-bonuses-pay-fsa-code
113,"British firms face bribery blacklist, warns corruption watchdog",2011-01-31T21:03:52Z,https://www.theguardian.com/business/2011/jan/31/british-firms-face-bribery-blacklist
114,Clas Ohlson: the next Swedish export looking to conquer Britain,2011-02-07T21:00:00Z,https://www.theguardian.com/business/2011/feb/07/clas-ohlson-sweden-export-conquer-britain
115,Osborne running out of time to get concession on bankers' pay,2011-02-07T20:53:29Z,https://www.theguardian.com/business/2011/feb/07/time-running-out-for-bank-pay-deal
116,Bob Diamond's geezers,2011-02-14T21:25:45Z,https://www.theguardian.com/business/2011/feb/14/bob-diamond-deal
117,GE pays handsomely for stake in oil business,2011-02-14T21:17:19Z,https://www.theguardian.com/business/2011/feb/14/oil-wood-group-general-electric
118,Libya uprising forces oil price to highest point since 2008,2011-02-21T21:47:16Z,https://www.theguardian.com/business/2011/feb/21/libya-uprising-oil-price
119,Barclays online annual report short on transparency,2011-02-21T21:00:19Z,https://www.theguardian.com/business/2011/feb/21/barclays-tax-profits-annual-report
120,Bernard Madoff's therapeutic remorse,2011-02-28T20:23:00Z,https://www.theguardian.com/business/cartoon/2011/feb/28/bernard-madoff-prison-remorse
121,HSBC: the franker bankers,2011-02-28T20:21:04Z,https://www.theguardian.com/business/2011/feb/28/hsbc-are-franker-bankers
122,Tower Hamlets protesters vent fury over tax at Barclays headquarters,2011-03-07T22:05:45Z,https://www.theguardian.com/business/2011/mar/07/barclays-tax-protest-canary-wharf
123,Barclays hands five bankers £110m,2011-03-07T21:49:41Z,https://www.theguardian.com/business/2011/mar/07/barclays-hands-five-bankers-110m
124,McKinsey implicated in Galleon insider-dealing trial,2011-03-14T21:26:08Z,https://www.theguardian.com/business/2011/mar/14/mckinsey-linked-galleon-insiderdealing-trial
125,Vincent Tchenguiz gives up control of property group,2011-03-14T21:20:04Z,https://www.theguardian.com/business/2011/mar/14/robert-tchenguiz-vincent-tchenguiz
126,"Double whammy for postal workers: 3,500 job cuts and worthless share scheme",2011-03-21T21:11:00Z,https://www.theguardian.com/business/2011/mar/21/royal-mail-job-losses
127,New Look's lesson in retailing for buyout merchants,2011-03-21T20:55:27Z,https://www.theguardian.com/business/2011/mar/21/new-look-private-equity
128,MPs to investigate corporate tax avoidance,2011-03-28T20:14:04Z,https://www.theguardian.com/business/2011/mar/28/mps-investigate-corporate-tax-avoidance
129,Lloyds Banking Group plans to stem flood of customer grumbles,2011-03-28T20:01:24Z,https://www.theguardian.com/business/2011/mar/28/lloyds-banking-group-complaints
130,Soaring oil prices could put brakes on UK's manufacturing boom,2011-04-04T23:01:00Z,https://www.theguardian.com/business/2011/apr/05/uk-oil-price-manufacturing-confidence
131,Kipper Williams: Oddbins for sale - bin end,2011-04-04T20:04:00Z,https://www.theguardian.com/business/cartoon/2011/apr/04/oddbins-collapses1
132,Sir John Vickers blesses the moneylenders,2011-04-11T20:00:10Z,https://www.theguardian.com/business/2011/apr/11/vickers-commission-blesses-banks
133,Banking reforms boost bank shares,2011-04-11T19:47:00Z,https://www.theguardian.com/business/cartoon/2011/apr/11/banking-commission1
134,Volkswagen redesigns Beetle,2011-04-18T20:11:05Z,https://www.theguardian.com/business/2011/apr/18/volkswagen-redesignes-beetle
135,Online gaming investors' risky bet,2011-04-18T20:01:41Z,https://www.theguardian.com/business/2011/apr/18/gaming-sites-risky-bet
136,City bonuses shrink – but basic salary rises more than make up for it,2011-04-25T23:01:01Z,https://www.theguardian.com/business/2011/apr/26/city-bonuses-shrink-pay-rise
137,"Tax blow to French Connection founder could cost him £500,000",2011-04-25T18:31:19Z,https://www.theguardian.com/business/2011/apr/25/tax-french-connection-stephen-marks
138,Letter: Postal horror stories,2011-05-02T23:05:03Z,https://www.theguardian.com/uk/2011/may/03/postal-service-privatisation
139,Osama bin Laden's death lifts share prices,2011-05-02T21:33:24Z,https://www.theguardian.com/business/2011/may/02/osama-bin-laden-death-lifts-shares
140,Royal wedding and sunny April help retailers,2011-05-09T23:05:09Z,https://www.theguardian.com/business/2011/may/10/retail-economics
141,"Greece will crash, so build up the buffers",2011-05-09T20:09:59Z,https://www.theguardian.com/business/2011/may/09/greece-european-debt-crisis
142,Some 'firsts' as the airline industry celebrates its 100th birthday,2011-05-16T23:06:07Z,https://www.theguardian.com/business/2011/may/17/airline-industry-celebrates-centenary
143,Who are IMF potential successors to Dominique Strauss-Khan?,2011-05-16T21:10:56Z,https://www.theguardian.com/business/2011/may/16/imf-successors-dominique-strauss-khan
144,Small business fails to see magic of Merlin,2011-05-23T20:15:00Z,https://www.theguardian.com/business/cartoon/2011/may/23/banking-project-merlin
145,Banks on course to miss small business lending targets,2011-05-23T20:03:00Z,https://www.theguardian.com/business/2011/may/23/banks-small-business-lending-targets
146,Construction sector insolvencies jump by nearly a fifth,2011-05-30T23:02:00Z,https://www.theguardian.com/business/2011/may/31/construction-industry-danger-recession
147,Playmobil's theme park in Malta has captured children's imagination,2011-05-30T19:11:06Z,https://www.theguardian.com/business/2011/may/30/playmobil-malta-theme-park
148,HMV close to deal with lenders,2011-06-06T23:05:07Z,https://www.theguardian.com/business/2011/jun/07/hmv-lenders-royal-bank-of-scotland
149,Prada for sale on stock market with £9bn valuation,2011-06-06T20:01:11Z,https://www.theguardian.com/business/2011/jun/06/prada-sale-stock-market-valuation
150,Letters: Financial engineering and the crisis in care,2011-06-13T23:05:03Z,https://www.theguardian.com/business/2011/jun/14/southern-cross-financial-engineering
151,"Poor hit by far higher inflation rate than rich in wake of recession, says IFS",2011-06-13T23:00:00Z,https://www.theguardian.com/business/2011/jun/14/poor-hit-higher-rate-inflation-than-rich
152,US regulators sue RBS and JP Morgan for $800m lost in credit crisis,2011-06-20T20:24:54Z,https://www.theguardian.com/business/2011/jun/20/us-regulators-sue-jp-morgan-rbs
153,'Rent day' may see further wave of high street shops go bust,2011-06-20T20:03:26Z,https://www.theguardian.com/business/2011/jun/20/rent-day-high-street-bust
154,Bank chief warns of wave of home repossessions if rates rise,2011-06-27T21:46:00Z,https://www.theguardian.com/business/2011/jun/27/house-repossessions-wave-interest-rates-rise
155,Greece given hope as French banks agree debt rollover,2011-06-27T21:46:00Z,https://www.theguardian.com/business/2011/jun/27/greece-hope-french-banks-agree-debt-rollover
156,Vince Cable launches 'Made by Britain' project to highlight manufacturing,2011-07-04T23:03:00Z,https://www.theguardian.com/business/2011/jul/05/manufacturing-made-by-britain
157,Kipper Williams: Rank's takeover farce continues,2011-07-04T20:05:07Z,https://www.theguardian.com/business/cartoon/2011/jul/04/rank-merger-guoco-group
158,High street spending rises but housing market still in the doldrums,2011-07-11T23:01:00Z,https://www.theguardian.com/business/2011/jul/12/high-street-spending-housing-market
159,Lloyds banking group chief fast-tracks sale of 632 branches,2011-07-11T23:00:05Z,https://www.theguardian.com/business/2011/jul/11/lloyds-banking-group-branches
160,Does James Murdoch have enough time and energy to devote to BSkyB?,2011-07-18T20:07:09Z,https://www.theguardian.com/business/2011/jul/18/james-murdoch-time-energy-bskyb
161,Eurozone crisis: Rescue Thursday or Black Friday?,2011-07-18T20:00:13Z,https://www.theguardian.com/business/2011/jul/18/eurozone-crisis-rescue-thursday-black-friday
162,Vince Cable lays out tough criteria for Vickers' ringfence for UK banking,2011-07-25T23:01:05Z,https://www.theguardian.com/business/2011/jul/26/vince-cable-criteria-vickers-banking-ringfence
163,Contagion uncontained in eurozone,2011-07-25T19:56:24Z,https://www.theguardian.com/business/2011/jul/25/greece-bailout-eurozone-debt-crisis
164,Forecaster backs UK austerity drive despite slowdown,2011-08-01T23:01:02Z,https://www.theguardian.com/business/2011/aug/02/uk-austerity-drive
165,Kipper Williams: US debt crisis will turn into a long-running show,2011-08-01T20:27:59Z,https://www.theguardian.com/business/cartoon/2011/aug/01/us-debt-crisis
166,"Debt crisis: 'Four years on, and we're still just kicking the can down the road'",2011-08-08T21:03:51Z,https://www.theguardian.com/business/2011/aug/08/debt-crisis-four-years-on
167,Market turmoil: a view from the trading floor,2011-08-08T20:45:10Z,https://www.theguardian.com/business/2011/aug/08/market-turmoil-view-trading-floor
168,Sainsbury takes on Tesco and Asda with its own 'Brand Match',2011-08-15T23:01:00Z,https://www.theguardian.com/business/2011/aug/16/sainsbury-price-war-tesco-asda
169,Dyson reports profits up 8% – and calls for more incentives to innovate,2011-08-15T23:01:00Z,https://www.theguardian.com/business/2011/aug/16/dyson-profits-up-8-percent
170,Call for more time at M&B,2011-08-22T19:33:08Z,https://www.theguardian.com/business/2011/aug/22/mitchells-butlers-pubs-price-pint
171,Economic fundamentals mean potential for growth is key,2011-08-22T19:24:18Z,https://www.theguardian.com/business/2011/aug/22/economic-fundamentals-potential-for-growth
172,"Demand for business services plunge, CBI reports",2011-08-29T23:01:02Z,https://www.theguardian.com/business/2011/aug/30/demand-business-services-plunge-cbi
173,Bankers say put reforms on hold until markets and economy recover,2011-08-29T19:11:29Z,https://www.theguardian.com/business/2011/aug/29/banking-reforms-john-vickers
174,UK high street faces more closures as retail sales slide,2011-09-05T23:05:06Z,https://www.theguardian.com/business/2011/sep/06/high-street-closures-retail-sales
175,Double-dip recession fears see £49bn wiped off shares,2011-09-05T21:04:23Z,https://www.theguardian.com/business/2011/sep/05/double-dip-recession-fears-49bn-shares
176,Bank reforms will keep Britain afloat,2011-09-12T22:01:37Z,https://www.theguardian.com/business/2011/sep/12/bank-reforms-protect-britain
177,Good for you and your bank account?,2011-09-12T21:32:30Z,https://www.theguardian.com/business/2011/sep/12/bank-account-banking-reforms
178,Big energy and mining groups 'hide accounts using secrecy jurisdictions',2011-09-19T21:01:02Z,https://www.theguardian.com/business/2011/sep/19/secrecy-jurisdictions-energy-mining-accounts
179,New powers to stop energy anticompetitiveness proposed,2011-09-19T21:00:03Z,https://www.theguardian.com/business/2011/sep/19/energy-companies-anticompetitive-proposals
180,Dithering European policymakers fail to calm volatile stock markets,2011-09-26T22:05:00Z,https://www.theguardian.com/business/2011/sep/26/european-debt-crisis-bailout-plan
181,"'I was just lucky with easyJet,' says founder Stelios",2011-09-26T20:33:08Z,https://www.theguardian.com/business/2011/sep/26/i-was-lucky-easyjet-stelios
182,Ernst & Young sees partners' profits rise,2011-10-03T23:01:02Z,https://www.theguardian.com/business/2011/oct/04/ernst-young-partners-profits-rise
183,"Tax havens: G20 has failed to crack down, says campaign group",2011-10-03T23:01:00Z,https://www.theguardian.com/business/2011/oct/04/taxavoidance-corporate-governance
184,Historic crisis – but bankers expect rising bonuses,2011-10-10T23:05:07Z,https://www.theguardian.com/business/2011/oct/11/bankers-look-forward-to-bonuses-as-usual
185,"House sellers fear weakening economy, RICS reveals",2011-10-10T23:01:01Z,https://www.theguardian.com/business/2011/oct/11/rics-housing-market-slowdown-economy
